MonsterName,AttackName,isMelee,isRanged,isWeapon,isSpell,toHitBonus,reach,range,rangeMax,numberTargets,damageAverage,damageDice,damageType
Stone Giant,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Stone Giant,Stony Fist,True,False,True,False,9,10,None,None,1,24,4d8+6,bludgeoning
Stone Giant,Rock,False,True,True,False,9,None,60,240,1,28,4d10+6,bludgeoning
Stone Golem,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Stone Golem,Slam,True,False,True,False,9,5,None,None,1,21,3d10+5,bludgeoning
Stone Golem,Slow (Recharge 6),False,False,False,False,0,None,None,None,0,None,None,None
Storm Giant,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Storm Giant,Greatsword,True,False,True,False,14,10,None,None,1,30,6d6+9,slashing
Storm Giant,Lightning Bolt,False,True,False,True,9,None,150,None,1,22,4d8+4,lightning
Storm Giant,Thunderous Strike (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Succubus,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Succubus,Claw (Fiend Form Only),True,False,True,False,5,5,None,None,1,10,2d6+3,slashing
Succubus,Draining Kiss,True,False,False,True,7,5,None,None,1,None,None,None
Succubus,Charm,False,False,False,False,0,None,None,None,0,None,None,None
Tarrasque,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Tarrasque,Bite,True,False,True,False,19,10,None,None,1,36,4d12+10,piercing
Tarrasque,Claw,True,False,True,False,19,15,None,None,1,28,4d8+10,slashing
Tarrasque,Spiked Tail,True,False,True,False,19,20,None,None,1,20,3d6+10,bludgeoning
Tarrasque,Acid Spit,False,True,True,False,12,None,100,400,1,36,6d10+3,acid
Tarrasque,Frightful Presence,False,False,False,False,0,None,None,None,0,None,None,None
Thug,Club,True,False,True,False,4,5,None,None,1,7,2d4+2,bludgeoning
Thug,Heavy Crossbow,False,True,True,False,2,None,100,400,1,5,1d10,piercing
Tiger,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Tiger,Bite,True,False,True,False,5,5,None,None,1,6,1d6+3,piercing
Tiger,Claws,True,False,True,False,5,5,None,None,1,5,1d4+3,slashing
Tiger, Saber-Toothed,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Tiger, Saber-Toothed,Bite,True,False,True,False,6,5,None,None,1,9,1d10+4,piercing
Tiger, Saber-Toothed,Claws,True,False,True,False,6,5,None,None,1,9,2d4+4,slashing
Treant,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Treant,Slam,True,False,True,False,10,5,None,None,1,22,4d6+6,bludgeoning
Treant,Throw Rock,False,True,True,False,10,None,60,180,1,33,5d10+6,bludgeoning
Treant,Animate Trees (1/Day),False,False,False,False,0,None,None,None,0,None,None,None
Triceratops,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Triceratops,Gore,True,False,True,False,9,5,None,None,1,19,3d8+6,piercing
Triceratops,Stomp,True,False,True,False,9,5,None,None,1,None,None,None
Troll,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Troll,Bite,True,False,True,False,7,5,None,None,1,13,2d8+4,piercing
Troll,Claw,True,False,True,False,7,10,None,None,1,11,2d6+4,piercing
Tyrannosaurus Rex,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Tyrannosaurus Rex,Bite,True,False,True,False,8,10,None,None,1,31,4d12+5,piercing
Tyrannosaurus Rex,Tail,True,False,True,False,8,10,None,None,1,23,4d8+5,bludgeoning
Unicorn,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Unicorn,Hooves,True,False,True,False,7,5,None,None,1,11,2d6+4,bludgeoning
Unicorn,Horn,True,False,True,False,7,5,None,None,1,8,1d8+4,piercing
Unicorn,Horn Bolt,False,True,False,True,6,None,60,None,1,13,3d6+3,radiant
Unicorn,Unicorn Magic,False,False,False,False,0,None,None,None,0,None,None,None
Unicorn,Healing Touch (3/Day),False,False,False,False,0,None,None,None,0,None,None,None
Unska,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Unska,Claw,True,False,True,False,6,5,None,None,1,10,2d6+3,slashing
Unska,Tongue,True,False,True,False,6,10,None,None,1,12,2d8+3,piercing
Unska,Ink Blast,False,True,False,True,5,None,60,None,1,12,3d6+2,poison
Vampire,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Vampire,Bite (Bat, Rat, or Wolf Form Only),True,False,True,False,9,5,None,None,1,11,2d6+4,piercing
Vampire,Claw (Vampire Form Only),True,False,True,False,9,5,None,None,1,11,2d6+4,slashing
Vampire,Draining Bite (Bat or Vampire Form Only),True,False,True,False,9,5,None,None,1,None,None,None
Vampire,Charm (Vampire Form Only),False,False,False,False,0,None,None,None,0,None,None,None
Vampire,Children of the Night,False,False,False,False,0,None,None,None,0,None,None,None
Vampire Spawn,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Vampire Spawn,Claw,True,False,True,False,6,5,None,None,1,8,2d4+3,slashing
Vampire Spawn,Draining Bite,True,False,True,False,6,5,None,None,1,None,None,None
Vampire Thrall,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Vampire Thrall,Rapier,True,False,True,False,5,5,None,None,1,7,1d8+3,piercing
Velociraptor,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Velociraptor,Bite,True,False,True,False,4,5,None,None,1,5,1d6+2,piercing
Velociraptor,Claws,True,False,True,False,4,5,None,None,1,4,1d4+2,slashing
Velociraptor,Maul,False,False,False,False,0,None,None,None,0,None,None,None
Veteran,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Veteran,Longsword,True,False,True,False,5,5,None,None,1,7,1d8+3,slashing
Veteran,Shortsword,True,False,True,False,5,5,None,None,1,6,1d6+3,piercing
Veteran,Heavy Crossbow,False,True,True,False,4,None,100,400,1,7,1d10+2,piercing
Violet Fungus,Rotting Touch,True,False,True,False,2,10,None,None,1,5,2d4,necrotic
Virtuoso Lich,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Virtuoso Lich,Artistic Flourish,True,True,False,True,9,5,60,None,1,18,3d8+5,None
Virtuoso Lich,Call Muse,False,False,False,False,0,None,None,None,0,None,None,None
Virtuoso Lich,Corrupted Art,False,False,False,False,0,None,None,None,0,None,None,None
Virtuoso Lich,Spellcasting,False,False,False,False,0,None,None,None,0,None,None,None
Vrock,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Vrock,Beak,True,False,True,False,6,5,None,None,1,12,2d8+3,piercing
Vrock,Talon,True,False,True,False,6,5,None,None,1,14,2d10+3,slashing
Vrock,Wing Spores (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Vulture,Beak,True,False,True,False,2,5,None,None,1,2,1d4,piercing
Vulture, Giant,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Vulture, Giant,Beak,True,False,True,False,5,5,None,None,1,6,1d8+2,piercing
Vulture, Giant,Talons,True,False,True,False,5,5,None,None,1,7,2d4+2,slashing
War Horse Skeleton,Hooves,True,False,True,False,6,5,None,None,1,11,2d6+4,bludgeoning
Water Elemental,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Water Elemental,Water Tendril,True,False,True,False,7,10,None,None,1,17,3d8+4,bludgeoning
Water Elemental,Water Bolt,False,True,True,False,5,None,30,120,1,16,4d6+2,bludgeoning
Water Elemental,Whelm (Recharge 4-6),False,False,False,False,0,None,None,None,0,None,None,None
Weasel,Bite,True,False,True,False,3,5,None,None,1,3,1d4+1,piercing
Weasel, Giant,Bite,True,False,True,False,5,5,None,None,1,5,1d4+3,piercing
Werebear,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Werebear,Bite (Bear or Hybrid Form Only),True,False,True,False,8,5,None,None,1,16,2d10+5,piercing
Werebear,Claw (Bear or Hybrid Form Only),True,False,True,False,8,5,None,None,1,14,2d8+5,slashing
Werebear,Greataxe (Humanoid or Hybrid Form Only),True,False,True,False,8,5,None,None,1,11,1d12+5,slashing
Wereboar,Multiattack (Humanoid or Hybrid Form Only),False,False,False,False,0,None,None,None,0,None,None,None
Wereboar,Maul (Humanoid or Hybrid Form Only),True,False,True,False,5,5,None,None,1,10,2d6+3,bludgeoning
Wereboar,Slam (Boar or Hybrid Form Only),True,False,True,False,5,5,None,None,1,10,2d6+3,bludgeoning
Wereboar,Tusks (Boar or Hybrid Form Only),True,False,True,False,5,5,None,None,1,10,2d6+3,slashing
Wererat,Multiattack (Humanoid or Hybrid Form Only),False,False,False,False,0,None,None,None,0,None,None,None
Wererat,Bite (Rat or Hybrid Form Only),True,False,True,False,4,5,None,None,1,7,2d4+2,piercing
Wererat,Claw (Rat or Hybrid Form Only),True,False,True,False,4,5,None,None,1,7,2d4+2,slashing
Wererat,Shortsword (Humanoid or Hybrid Form Only),True,False,True,False,4,5,None,None,1,5,1d6+2,piercing
Wererat,Hand Crossbow (Humanoid or Hybrid Form Only),False,True,True,False,4,None,30,120,1,5,1d6+2,piercing
Weretiger,Multiattack (Humanoid or Hybrid Form Only),False,False,False,False,0,None,None,None,0,None,None,None
Weretiger,Bite (Tiger or Hybrid Form Only),True,False,True,False,5,5,None,None,1,8,1d10+3,piercing
Weretiger,Claw (Tiger or Hybrid Form Only),True,False,True,False,5,5,None,None,1,7,1d8+3,slashing
Weretiger,Scimitar (Humanoid or Hybrid Form Only),True,False,True,False,5,5,None,None,1,6,1d6+3,slashing
Weretiger,Longbow (Humanoid or Hybrid Form Only),False,True,True,False,4,None,150,600,1,6,1d8+2,piercing
Werewolf,Multiattack (Humanoid or Hybrid Form Only),False,False,False,False,0,None,None,None,0,None,None,None
Werewolf,Bite (Wolf or Hybrid Form Only),True,False,True,False,4,5,None,None,1,11,2d8+2,piercing
Werewolf,Claws (Hybrid Form Only),True,False,True,False,4,5,None,None,1,9,2d6+2,slashing
Werewolf,Spear (Humanoid Form Only),True,True,True,False,4,5,20,60,1,5,1d6+2,piercing
White Dragon Wyrmling,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
White Dragon Wyrmling,Bite,True,False,True,False,4,5,None,None,1,7,1d10+2,piercing
White Dragon Wyrmling,Claw,True,False,True,False,4,5,None,None,1,5,1d6+2,slashing
White Dragon Wyrmling,Cold Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Wight,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Wight,Life Drain,True,False,False,True,5,5,None,None,1,10,2d6+3,necrotic
Wight,Longsword,True,False,True,False,5,5,None,None,1,12,2d8+3,slashing
Wight,Longbow,False,True,True,False,4,None,150,600,1,11,2d8+2,piercing
Wild Warrior,Spear,True,True,True,False,3,5,20,60,1,4,1d6+1,piercing
Will-o'-Wisp,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Will-o'-Wisp,Shock,True,False,False,True,5,5,None,None,1,10,2d6+3,lightning
Will-o'-Wisp,Invisibility,False,False,False,False,0,None,None,None,0,None,None,None
Winter Wolf,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Winter Wolf,Bite,True,False,True,False,5,5,None,None,1,10,2d6+3,piercing
Winter Wolf,Cold Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Wolf,Bite,True,False,True,False,4,5,None,None,1,6,1d8+2,piercing
Wolf, Dire,Bite,True,False,True,False,5,5,None,None,1,12,2d8+3,piercing
Wood Herald,Slam,True,False,True,False,4,5,None,None,1,7,2d4+2,bludgeoning
Wood Herald,Wooden Greataxe,True,False,True,False,4,5,None,None,1,8,1d12+2,slashing
Wood Herald,Hurl Thorn,False,True,True,False,3,None,30,120,1,6,2d4+1,piercing
Worg,Bite,True,False,True,False,5,5,None,None,1,10,2d6+3,piercing
Wraith,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Wraith,Life Drain,True,False,True,False,7,5,None,None,1,18,4d6+4,necrotic
Wraith,Create Specter,False,False,False,False,0,None,None,None,0,None,None,None
Wyrdling,Psychic Burst,True,True,False,True,5,5,60,None,1,13,3d6+3,psychic
Wyvern,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Wyvern,Bite,True,False,True,False,7,5,None,None,1,11,2d6+4,piercing
Wyvern,Claws,True,False,True,False,7,5,None,None,1,13,2d8+4,slashing
Wyvern,Stinger,True,False,True,False,7,15,None,None,1,15,2d10+4,piercing
Xorn,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Xorn,Bite,True,False,True,False,6,5,None,None,1,13,3d6+3,piercing
Xorn,Claw,True,False,True,False,6,5,None,None,1,8,2d4+3,slashing
Xorn,Lob Stone,False,True,True,False,6,None,20,60,1,12,2d8+3,bludgeoning
Young Black Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Young Black Dragon,Bite,True,False,True,False,7,10,None,None,1,15,2d10+4,piercing
Young Black Dragon,Claw,True,False,True,False,7,5,None,None,1,11,2d6+4,slashing
Young Black Dragon,Acid Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Young Blue Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Young Blue Dragon,Bite,True,False,True,False,9,10,None,None,1,16,2d10+5,piercing
Young Blue Dragon,Claw,True,False,True,False,9,5,None,None,1,12,2d6+5,slashing
Young Blue Dragon,Lightning Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Young Brass Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Young Brass Dragon,Bite,True,False,True,False,7,10,None,None,1,15,2d10+4,piercing
Young Brass Dragon,Claw,True,False,True,False,7,5,None,None,1,11,2d6+4,slashing
Young Brass Dragon,Fire Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Young Brass Dragon,Sleep Breath (Recharge 6),False,False,False,False,0,None,None,None,0,None,None,None
Young Bronze Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Young Bronze Dragon,Bite,True,False,True,False,8,10,None,None,1,16,2d10+5,piercing
Young Bronze Dragon,Claw,True,False,True,False,8,5,None,None,1,12,2d6+5,slashing
Young Bronze Dragon,Lightning Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Young Bronze Dragon,Repulsion Breath (Recharge 6),False,False,False,False,0,None,None,None,0,None,None,None
Young Copper Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Young Copper Dragon,Bite,True,False,True,False,7,10,None,None,1,15,2d10+4,piercing
Young Copper Dragon,Claw,True,False,True,False,7,5,None,None,1,11,2d6+4,slashing
Young Copper Dragon,Acid Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Young Copper Dragon,Slowing Breath (Recharge 6),False,False,False,False,0,None,None,None,0,None,None,None
Young Gold Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Young Gold Dragon,Bite,True,False,True,False,10,10,None,None,1,17,2d10+6,piercing
Young Gold Dragon,Claw,True,False,True,False,10,5,None,None,1,13,2d6+6,slashing
Young Gold Dragon,Fire Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Young Gold Dragon,Weakening Breath (Recharge 6),False,False,False,False,0,None,None,None,0,None,None,None
Young Green Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Young Green Dragon,Bite,True,False,True,False,7,10,None,None,1,15,2d10+4,piercing
Young Green Dragon,Claw,True,False,True,False,7,5,None,None,1,11,2d6+4,slashing
Young Green Dragon,Poison Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Young Red Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Young Red Dragon,Bite,True,False,True,False,10,10,None,None,1,17,2d10+6,piercing
Young Red Dragon,Claw,True,False,True,False,10,5,None,None,1,13,2d6+6,slashing
Young Red Dragon,Fire Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Young Silver Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Young Silver Dragon,Bite,True,False,True,False,10,10,None,None,1,17,2d10+6,piercing
Young Silver Dragon,Claw,True,False,True,False,10,5,None,None,1,13,2d6+6,slashing
Young Silver Dragon,Cold Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Young Silver Dragon,Paralyzing Breath (Recharge 6),False,False,False,False,0,None,None,None,0,None,None,None
Young White Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Young White Dragon,Bite,True,False,True,False,7,10,None,None,1,15,2d10+4,piercing
Young White Dragon,Claw,True,False,True,False,7,5,None,None,1,11,2d6+4,slashing
Young White Dragon,Cold Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Zombie,Slam,True,False,True,False,4,5,None,None,1,5,1d6+2,bludgeoning
Aatxe,Gore,True,False,True,False,9,5,None,None,1,19,3d8 + 6,piercing
Aatxe,Paw the Earth,False,False,False,False,0,None,None,None,0,None,None,None
Acid Ant,Acid Spit,False,True,True,False,3,None,20,60,1,5,2d4,acid
Acid Ant,Bite,True,False,True,False,3,5,None,None,1,3,1d4 + 1,piercing
Adult Light Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Adult Light Dragon,Bite,True,False,True,False,11,10,None,None,1,17,2d10 + 6,piercing
Adult Light Dragon,Claw,True,False,True,False,11,5,None,None,1,13,2d6 + 6,slashing
Adult Light Dragon,Tail,True,False,True,False,11,15,None,None,1,15,2d8 + 6,bludgeoning
Adult Light Dragon,Frightful Presence,False,False,False,False,0,None,None,None,0,None,None,None
Adult Light Dragon,Breath Weapon (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Adult Wasteland Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Adult Wasteland Dragon,Bite,True,False,True,False,12,10,None,None,1,19,2d10 + 8,piercing
Adult Wasteland Dragon,Claw,True,False,True,False,12,5,None,None,1,15,2d6 + 8,slashing
Adult Wasteland Dragon,Tail,True,False,True,False,12,15,None,None,1,17,2d8 + 8,bludgeoning
Adult Wasteland Dragon,Frightful Presence,False,False,False,False,0,None,None,None,0,None,None,None
Adult Wasteland Dragon,Warped Energy Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Agnibarra,Burning Claw,True,False,True,False,4,5,None,None,1,4,1d4 + 2,slashing
Agnibarra,Spit Fire,False,True,True,False,4,None,15,30,1,9,2d6 + 2,fire
Ahu-Nixta,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Ahu-Nixta,Whirring Blades,True,False,True,False,5,5,None,None,1,8,2d4 + 3,slashing
Ahu-Nixta,Pronged Scepter,True,False,True,False,5,10,None,None,1,6,1d6 + 3,piercing
Ahu-Nixta,Bashing Rod,True,False,True,False,5,5,None,None,1,8,1d10 + 3,bludgeoning
Ahuizotl,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Ahuizotl,Bite,True,False,True,False,5,5,None,None,1,6,1d6 + 3,piercing
Ahuizotl,Claw,True,False,True,False,5,5,None,None,1,6,1d6 + 3,slashing
Ahuizotl,Tail Grab,False,False,False,False,0,None,None,None,0,None,None,None
Alabaster Tree,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Alabaster Tree,Slam,True,False,True,False,8,10,None,None,1,12,3d4 + 5,bludgeoning
Alabaster Tree,Serrated Squeeze (Willow Only),False,False,False,False,0,None,None,None,0,None,None,None
Alabaster Tree,Toss (Oak Only),False,False,False,False,0,None,None,None,0,None,None,None
Alabaster Tree,Cloud of Needles (Recharge 5-6, Pine Only),False,False,False,False,0,None,None,None,0,None,None,None
Albino Death Weasel,Bite,True,False,True,False,5,5,None,None,1,8,2d4 + 3,piercing
Albino Death Weasel,Claw,True,False,True,False,5,5,None,None,1,5,1d4 + 3,slashing
Albino Death Weasel,Musk Spray (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Alchemical Apprentice,Pseudopod,True,False,True,False,3,5,None,None,1,10,2d8 + 1,bludgeoning
Alchemical Apprentice,Magical Burble,False,True,False,True,5,None,60,None,1,10,3d6,acid
Alchemical Golem,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Alchemical Golem,Slam,True,False,True,False,8,5,None,None,1,13,2d8 + 4,bludgeoning
Alchemical Golem,Poison Breath (Brimstone Infusion Only; Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Alchemist Archer,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Alchemist Archer,Scimitar,True,False,True,False,9,5,None,None,1,8,1d6 + 5,slashing
Alchemist Archer,Longbow,False,True,True,False,9,None,150,600,1,9,1d8 + 5,piercing
Alkonost,Claws,True,False,True,False,4,5,None,None,1,4,1d4 + 2,slashing
Alkonost,Charged Melody (Recharge 6),False,False,False,False,0,None,None,None,0,None,None,None
Alliumite,Thorn Dart,False,True,True,False,6,None,20,60,1,6,1d4 + 4,piercing
Alliumite,Grass Blade,True,False,True,False,6,5,None,None,1,7,1d6 + 4,slashing
Alnaar,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Alnaar,Fiery Fangs,True,False,True,False,9,10,None,None,1,14,2d8 + 5,piercing
Alnaar,Flare (Recharge Special),False,False,False,False,0,None,None,None,0,None,None,None
Alp,Sleeper's Slap,True,False,True,False,4,5,None,None,1,8,2d4 + 3,bludgeoning
Alpha Yek,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Alpha Yek,Bite,True,False,True,False,7,5,None,None,1,17,4d6 + 3,piercing
Alpha Yek,Claw,True,False,True,False,7,5,None,None,1,13,4d4 + 3,slashing
Alpha Yek,Bone Shard,True,True,True,False,7,5,20,60,1,8,2d4 + 3,piercing
Altar Flame Golem,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Altar Flame Golem,Slam,True,False,True,False,8,5,None,None,1,13,2d8 + 4,bludgeoning
Altar Flame Golem,Flame Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Ammut,Bite,True,False,True,False,9,5,None,None,1,32,5d10 + 5,piercing
Ammut,Swallow,False,False,False,False,0,None,None,None,0,None,None,None
Ammut,Ghost Breath (1/Day),False,False,False,False,0,None,None,None,0,None,None,None
Ammut,Absorb Spirit (1/Day),False,False,False,False,0,None,None,None,0,None,None,None
Ancient Light Dragon,Bite,True,False,True,False,15,15,None,None,1,19,2d10 + 8,piercing
Ancient Light Dragon,Claw,True,False,True,False,15,10,None,None,1,15,2d6 + 8,slashing
Ancient Light Dragon,Tail,True,False,True,False,15,20,None,None,1,17,2d8 + 8,bludgeoning
Ancient Light Dragon,Frightful Presence,False,False,False,False,0,None,None,None,0,None,None,None
Ancient Light Dragon,Breath Weapon (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Ancient Mandriano,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Ancient Mandriano,Swipe,True,False,True,False,8,15,None,None,1,15,3d6 + 5,slashing
Ancient Mandriano,Consume the Spark,False,False,False,False,0,None,None,None,0,None,None,None
Ancient Mandriano,Call the Dead (3/Day),False,False,False,False,0,None,None,None,0,None,None,None
Ancient Wasteland Dragon,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Ancient Wasteland Dragon,Bite,True,False,True,False,16,10,None,None,1,20,2d10 + 9,piercing
Ancient Wasteland Dragon,Claw,True,False,True,False,16,10,None,None,1,16,2d6 + 9,slashing
Ancient Wasteland Dragon,Tail,True,False,True,False,16,15,None,None,1,18,2d8 + 9,bludgeoning
Ancient Wasteland Dragon,Frightful Presence,False,False,False,False,0,None,None,None,0,None,None,None
Ancient Wasteland Dragon,Warped Energy Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Ankou Soul Herald,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Ankou Soul Herald,Bite,True,False,True,False,14,15,None,None,1,18,2d10 + 7,piercing
Ankou Soul Herald,Claw,True,False,True,False,14,10,None,None,1,14,2d6 + 7,slashing
Ankou Soul Herald,Tail,True,False,True,False,14,20,None,None,1,16,2d8 + 7,bludgeoning
Ankou Soul Herald,Horrifying Presence,False,False,False,False,0,None,None,None,0,None,None,None
Ankou Soul Herald,Reaper's Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Ankou Soul Herald,Change Shape,False,False,False,False,0,None,None,None,0,None,None,None
Ankou Soul Herald,Usher of Souls,False,False,False,False,0,None,None,None,0,None,None,None
Ankou Soul Seeker,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Ankou Soul Seeker,Bite,True,False,True,False,6,10,None,None,1,14,2d10 + 3,piercing
Ankou Soul Seeker,Claw,True,False,True,False,6,5,None,None,1,10,2d6 + 3,slashing
Ankou Soul Seeker,Reaper's Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Ankou Soul Seeker,Change Shape,False,False,False,False,0,None,None,None,0,None,None,None
Ankou Soul Seeker,Usher of Souls,False,False,False,False,0,None,None,None,0,None,None,None
Anophiloi,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Anophiloi,Bite,True,False,True,False,4,5,None,None,1,5,1d6 + 2,piercing
Anophiloi,Claws,True,False,True,False,4,5,None,None,1,4,1d4 + 2,slashing
Arborcyte,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Arborcyte,Thorn Vine,True,False,True,False,8,10,None,None,1,18,3d8 + 5,piercing
Arborcyte,Animated Tendril,True,False,True,False,8,10,None,None,1,9,1d8 + 5,piercing
Arcamag,Attach,True,False,True,False,2,5,None,None,1,None,None,None
Arcamag,Teleport (1/Day),False,False,False,False,0,None,None,None,0,None,None,None
Arcanaphage,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Arcanaphage,Tentacle,True,False,True,False,6,5,None,None,1,13,2d8 + 4,bludgeoning
Archaeopteryx,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Archaeopteryx,Beak,True,False,True,False,3,5,None,None,1,3,1d4 + 1,piercing
Archaeopteryx,Talons,True,False,True,False,3,5,None,None,1,3,1d4 + 1,slashing
Armory Golem,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Armory Golem,Slam,True,False,True,False,8,5,None,None,1,11,1d12 + 5,bludgeoning
Armory Golem,Polearm Strike,True,False,True,False,8,10,None,None,1,11,1d12 + 5,piercing
Armory Golem,Crossbow Barrage,False,True,True,False,5,None,80,320,1,11,2d8 + 2,piercing
Armory Golem,Shield Wall (Recharge 4-6),False,False,False,False,0,None,None,None,0,None,None,None
Astral Snapper,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Astral Snapper,Claws,True,False,True,False,4,5,None,None,1,9,2d6 + 2,slashing
Avatar of Shoth,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Avatar of Shoth,Oozing Tentacle,True,False,True,False,12,15,None,None,1,31,4d12 + 5,bludgeoning
Avatar of Shoth,Legendary Merge,False,False,False,False,0,None,None,None,0,None,None,None
Avatar of Shoth,Acid Wave (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Avatar of Shoth,Consult the Zom (1/Day),False,False,False,False,0,None,None,None,0,None,None,None
Azeban,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Azeban,Bite,True,False,True,False,5,5,None,None,1,10,2d6 + 3,piercing
Azeban,Claws,True,False,True,False,5,5,None,None,1,10,2d6 + 3,slashing
Azeban,Ear-Splitting Yawp (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
Azi Dahaka,Multiattack,False,False,False,False,0,None,None,None,0,None,None,None
Azi Dahaka,Bite,True,False,True,False,10,10,None,None,1,10,1d10 + 5,piercing
Azi Dahaka,Claw,True,False,True,False,10,5,None,None,1,12,2d6 + 5,slashing
Azi Dahaka,Storm Breath (Recharge 5-6),False,False,False,False,0,None,None,None,0,None,None,None
